CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - FRESNO 11317,UPS CC - FRESNO 11317,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - BALDWIN PARK 11024,UPS CC - BALDWIN PARK 11024,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GARDENA 11477,UPS CC - GARDENA 11477,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - VICTORVILLE 11483,UPS CC - VICTORVILLE 11483,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CERRITOS 11027,UPS CERRITOS 11027,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC CHICO 11314,UPS CC CHICO 11314,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - MARYSVILLE 11331,UPS CC - MARYSVILLE 11331,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - QUANCY 10698,UPS CC - QUANCY 10698,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - GRASS VALLEY 11305,UPS CC - GRASS VALLEY 11305,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC  - ANDERSON 11325,UPS CC  - ANDERSON 11325,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - ROCKLIN 11326,UPS CC - ROCKLIN 11326,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - LAKEPORT 11328,UPS CC - LAKEPORT 11328,12,0.75
2018,2018,MD Package Delivery,25,25,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,0,1
2019,2018,MD Package Delivery,25,25,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,1,0.99
2020,2018,MD Package Delivery,25,24,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,2,0.98
2021,2018,MD Package Delivery,25,24,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,3,0.97
2022,2018,MD Package Delivery,25,24,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,4,0.96
2023,2018,MD Package Delivery,25,24,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,5,0.95
2024,2018,MD Package Delivery,25,24,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,6,0.94
2025,2018,MD Package Delivery,25,23,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,7,0.93
2026,2018,MD Package Delivery,25,23,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,8,0.92
2027,2018,MD Package Delivery,25,22,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,9,0.89
2028,2018,MD Package Delivery,25,22,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,10,0.86
2029,2018,MD Package Delivery,25,20,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,11,0.8
2030,2018,MD Package Delivery,25,19,Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,UPS CC - WEST SACRAMENTO 11315,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC UKIAH 11322,UPS CC UKIAH 11322,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CORDOVA BUILDING 93411,UPS CORDOVA BUILDING 93411,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,5,0.95
2024,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,6,0.94
2025,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,7,0.93
2026,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,8,0.92
2027,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,9,0.89
2028,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,10,0.86
2029,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,11,0.8
2030,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SUSANVILLE 11333,UPS CC - SUSANVILLE 11333,12,0.75
2018,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,0,1
2019,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,1,0.99
2020,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,2,0.98
2021,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,3,0.97
2022,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,4,0.96
2023,2018,MD Package Delivery,0,0,Delivery Fleet at UPS CC - SANTA ROSA 11323,UPS CC - SANTA ROSA 11323,5,0.95
